14,1,0.0031,0.0005,100.0,518.67,642.88,1587.54,1403.23,14.62,21.61,552.82,2388.09,9058.57,1.3,47.46,521.6,2388.09,8137.36,8.4549,0.03,392,2388,100.0,38.8,23.2687
14,2,-0.0013,-0.0,100.0,518.67,642.88,1590.81,1411.67,14.62,21.61,553.85,2388.11,9055.07,1.3,47.43,521.44,2388.07,8141.56,8.4449,0.03,393,2388,100.0,38.91,23.3892
14,3,0.0012,0.0001,100.0,518.67,642.57,1589.04,1407.39,14.62,21.61,553.5,2388.1,9062.75,1.3,47.61,521.85,2388.04,8140.02,8.4161,0.03,393,2388,100.0,38.9,23.1882
14,4,-0.0004,0.0002,100.0,518.67,643.18,1593.24,1408.2,14.62,21.61,553.41,2388.1,9056.91,1.3,47.54,521.17,2388.12,8138.78,8.4396,0.03,393,2388,100.0,38.87,23.2598
14,5,-0.0001,-0.0001,100.0,518.67,642.38,1590.53,1407.83,14.62,21.61,553.57,2388.12,9057.83,1.3,47.54,521.05,2388.09,8142.3,8.4802,0.03,393,2388,100.0,39.06,23.3189
14,6,-0.0016,0.0003,100.0,518.67,642.42,1588.53,1406.54,14.62,21.61,553.79,2388.14,9059.66,1.3,47.27,521.66,2388.09,8147.72,8.4172,0.03,394,2388,100.0,38.91,23.3354
14,7,0.0021,0.0004,100.0,518.67,642.47,1591.83,1404.6,14.62,21.61,553.38,2388.12,9058.61,1.3,47.37,521.67,2388.1,8142.97,8.4311,0.03,394,2388,100.0,38.88,23.429
14,8,-0.0022,-0.0001,100.0,518.67,642.26,1595.78,1403.33,14.62,21.61,553.65,2388.14,9055.67,1.3,47.47,521.33,2388.13,8139.21,8.4473,0.03,394,2388,100.0,38.83,23.3932
14,9,-0.0003,0.0005,100.0,518.67,642.62,1586.54,1408.97,14.62,21.61,553.88,2388.07,9061.36,1.3,47.26,521.33,2388.07,8142.2,8.438,0.03,393,2388,100.0,38.63,23.2255
14,10,-0.0,-0.0003,100.0,518.67,642.64,1586.29,1413.81,14.62,21.61,554.64,2388.1,9061.74,1.3,47.17,521.87,2388.12,8138.49,8.4202,0.03,394,2388,100.0,38.94,23.3552
