40,1,0.0012,0.0,100.0,518.67,642.71,1594.14,1412.72,14.62,21.61,552.9,2388.08,9051.76,1.3,47.59,521.25,2388.07,8134.87,8.4417,0.03,394,2388,100.0,38.61,23.2017
40,2,0.0015,0.0001,100.0,518.67,642.91,1585.97,1414.86,14.62,21.61,553.02,2388.13,9058.39,1.3,47.55,521.29,2388.14,8137.99,8.4227,0.03,392,2388,100.0,38.63,23.3334
40,3,0.0031,-0.0002,100.0,518.67,643.19,1593.68,1410.39,14.62,21.61,552.7,2388.16,9052.46,1.3,47.39,521.49,2388.11,8142.58,8.4526,0.03,394,2388,100.0,38.81,23.3308
40,4,-0.0012,0.0001,100.0,518.67,642.76,1592.3,1397.07,14.62,21.61,554.1,2388.13,9053.78,1.3,47.65,520.89,2388.11,8136.67,8.4452,0.03,393,2388,100.0,39.0,23.3082
40,5,0.0021,-0.0,100.0,518.67,642.9,1586.67,1412.14,14.62,21.61,553.47,2388.16,9058.23,1.3,47.47,520.75,2388.11,8132.89,8.4603,0.03,394,2388,100.0,38.73,23.3157
40,6,0.0034,0.0001,100.0,518.67,642.83,1593.66,1411.76,14.62,21.61,553.49,2388.09,9058.48,1.3,47.38,521.36,2388.1,8133.72,8.4303,0.03,393,2388,100.0,38.81,23.3616
40,7,0.0022,0.0004,100.0,518.67,642.46,1589.19,1408.85,14.62,21.61,553.5,2388.11,9047.93,1.3,47.38,520.96,2388.12,8139.5,8.4591,0.03,392,2388,100.0,38.71,23.2662
40,8,0.0025,-0.0,100.0,518.67,642.78,1591.79,1413.12,14.62,21.61,554.21,2388.11,9055.95,1.3,47.63,521.13,2388.13,8134.78,8.468,0.03,395,2388,100.0,38.85,23.2745
40,9,0.0016,-0.0004,100.0,518.67,642.79,1597.62,1410.11,14.62,21.61,553.81,2388.12,9054.91,1.3,47.57,520.81,2388.14,8134.09,8.4579,0.03,394,2388,100.0,38.91,23.1765
40,10,0.0005,0.0,100.0,518.67,642.83,1586.46,1411.55,14.62,21.61,554.41,2388.11,9057.67,1.3,47.58,521.13,2388.14,8136.79,8.4313,0.03,395,2388,100.0,38.76,23.2966
40,11,0.0002,0.0004,100.0,518.67,642.36,1590.28,1419.81,14.62,21.61,553.63,2388.1,9060.92,1.3,47.66,521.49,2388.17,8140.49,8.4429,0.03,394,2388,100.0,38.78,23.2786
40,12,-0.0036,0.0004,100.0,518.67,642.51,1588.0,1410.43,14.62,21.61,553.07,2388.07,9060.64,1.3,47.69,521.33,2388.15,8137.14,8.4291,0.03,393,2388,100.0,38.73,23.31
40,13,0.0008,0.0001,100.0,518.67,642.94,1589.98,1407.93,14.62,21.61,552.61,2388.16,9056.51,1.3,47.52,521.61,2388.12,8134.05,8.4294,0.03,394,2388,100.0,38.72,23.2496
40,14,-0.0005,0.0005,100.0,518.67,642.18,1590.02,1409.9,14.62,21.61,553.73,2388.08,9059.31,1.3,47.42,521.39,2388.13,8134.25,8.444,0.03,393,2388,100.0,38.79,23.2742
40,15,-0.0023,0.0001,100.0,518.67,643.19,1591.23,1412.32,14.62,21.61,552.93,2388.15,9048.76,1.3,47.61,521.52,2388.12,8136.89,8.4483,0.03,393,2388,100.0,38.73,23.3176
