41,1,-0.0034,-0.0003,100.0,518.67,642.66,1581.02,1400.05,14.62,21.61,554.87,2387.99,9064.13,1.3,47.19,522.24,2388.08,8153.35,8.413,0.03,391,2388,100.0,38.94,23.3608
41,2,0.0019,0.0003,100.0,518.67,642.35,1591.17,1403.99,14.62,21.61,554.48,2387.97,9067.53,1.3,47.26,522.02,2388.02,8143.42,8.3996,0.03,391,2388,100.0,39.02,23.3779
41,3,-0.004,-0.0004,100.0,518.67,642.2,1589.71,1398.08,14.62,21.61,554.91,2387.99,9068.64,1.3,47.45,522.07,2388.02,8143.22,8.4215,0.03,391,2388,100.0,38.95,23.3598
41,4,0.0026,-0.0004,100.0,518.67,641.74,1585.53,1408.89,14.62,21.61,555.07,2388.05,9071.36,1.3,47.27,521.79,2388.07,8145.13,8.4023,0.03,391,2388,100.0,39.09,23.3986
41,5,-0.0006,0.0001,100.0,518.67,642.11,1578.21,1406.45,14.62,21.61,554.83,2388.0,9063.7,1.3,47.14,522.32,2388.03,8146.4,8.3793,0.03,391,2388,100.0,38.91,23.4437
41,6,-0.0031,-0.0004,100.0,518.67,642.63,1589.03,1404.52,14.62,21.61,553.89,2387.99,9060.44,1.3,47.27,523.09,2388.04,8146.57,8.4035,0.03,391,2388,100.0,38.76,23.4517
41,7,0.0013,-0.0004,100.0,518.67,642.26,1579.0,1400.55,14.62,21.61,553.96,2388.02,9062.93,1.3,47.15,522.43,2388.06,8145.23,8.4,0.03,392,2388,100.0,38.94,23.5234
41,8,-0.0,-0.0004,100.0,518.67,642.35,1582.59,1399.75,14.62,21.61,554.02,2388.05,9063.62,1.3,47.33,522.51,2388.05,8150.17,8.4147,0.03,392,2388,100.0,38.97,23.3617
41,9,-0.0006,-0.0002,100.0,518.67,642.21,1582.04,1398.77,14.62,21.61,554.63,2388.03,9062.24,1.3,47.21,521.89,2388.02,8143.67,8.3797,0.03,392,2388,100.0,39.11,23.3347
41,10,-0.0003,0.0005,100.0,518.67,641.93,1586.49,1391.09,14.62,21.61,554.88,2388.01,9064.75,1.3,47.17,522.55,2388.02,8141.51,8.4026,0.03,392,2388,100.0,38.96,23.4328
41,11,-0.0007,-0.0004,100.0,518.67,642.08,1581.89,1395.51,14.62,21.6,554.13,2388.02,9058.42,1.3,47.33,522.34,2388.0,8149.94,8.4099,0.03,392,2388,100.0,39.04,23.3279
41,12,0.0026,0.0004,100.0,518.67,642.52,1580.81,1397.28,14.62,21.61,554.85,2388.04,9061.76,1.3,47.3,522.35,2388.02,8141.58,8.3841,0.03,391,2388,100.0,38.9,23.3475
41,13,-0.0042,0.0002,100.0,518.67,642.49,1585.24,1398.72,14.62,21.61,554.66,2388.01,9063.05,1.3,47.25,522.28,2387.98,8151.39,8.387,0.03,391,2388,100.0,38.93,23.3529
41,14,-0.0016,0.0002,100.0,518.67,642.69,1585.0,1402.3,14.62,21.61,554.24,2388.07,9062.88,1.3,47.18,522.17,2388.06,8143.26,8.3834,0.03,392,2388,100.0,39.06,23.3631
41,15,0.0056,0.0004,100.0,518.67,642.1,1584.93,1393.25,14.62,21.61,554.62,2388.0,9061.26,1.3,47.24,522.37,2387.98,8140.26,8.4384,0.03,392,2388,100.0,38.83,23.4242
