67,106,-0.0018,0.0004,100.0,518.67,642.53,1586.53,1408.71,14.62,21.61,553.8,2388.04,9061.48,1.3,47.4,521.76,2388.07,8142.52,8.4005,0.03,392,2388,100.0,39.02,23.2773
67,107,0.0003,-0.0004,100.0,518.67,642.35,1584.43,1404.3,14.62,21.61,553.23,2388.05,9063.56,1.3,47.5,521.07,2388.07,8142.46,8.429,0.03,394,2388,100.0,38.94,23.3011
67,108,0.0014,-0.0003,100.0,518.67,642.43,1591.59,1406.95,14.62,21.61,553.79,2387.99,9063.55,1.3,47.48,522.13,2388.1,8144.9,8.4541,0.03,394,2388,100.0,38.76,23.338
67,109,-0.0008,-0.0003,100.0,518.67,642.5,1594.07,1413.16,14.62,21.61,553.61,2388.07,9072.21,1.3,47.43,521.63,2388.05,8148.3,8.4375,0.03,391,2388,100.0,38.94,23.2227
67,110,0.0013,0.0003,100.0,518.67,642.52,1591.88,1409.87,14.62,21.61,553.5,2388.06,9067.24,1.3,47.45,522.37,2388.02,8148.16,8.4253,0.03,392,2388,100.0,38.78,23.3177
67,111,-0.0045,-0.0003,100.0,518.67,642.42,1587.84,1402.17,14.62,21.61,553.59,2388.05,9067.48,1.3,47.35,521.87,2388.01,8146.09,8.4232,0.03,393,2388,100.0,38.87,23.3387
67,112,0.0019,0.0,100.0,518.67,642.46,1589.02,1404.93,14.62,21.61,553.45,2388.14,9067.11,1.3,47.5,521.56,2388.11,8140.8,8.4248,0.03,393,2388,100.0,38.79,23.3671
67,113,-0.0031,0.0004,100.0,518.67,642.29,1593.2,1405.49,14.62,21.61,553.87,2388.07,9066.89,1.3,47.42,521.37,2388.14,8144.99,8.405,0.03,392,2388,100.0,38.8,23.2939
67,114,-0.0008,0.0,100.0,518.67,642.15,1588.52,1400.84,14.62,21.61,554.28,2388.06,9064.27,1.3,47.41,521.57,2388.05,8148.7,8.4237,0.03,392,2388,100.0,38.9,23.3138
67,115,-0.0003,0.0001,100.0,518.67,642.6,1587.88,1404.23,14.62,21.61,553.13,2388.1,9071.74,1.3,47.33,522.13,2388.07,8146.33,8.4296,0.03,394,2388,100.0,38.84,23.402
67,116,-0.0015,0.0002,100.0,518.67,642.27,1588.76,1405.84,14.62,21.61,553.68,2388.08,9061.28,1.3,47.49,521.78,2388.08,8145.5,8.4236,0.03,393,2388,100.0,38.93,23.2735
67,117,0.002,-0.0002,100.0,518.67,641.98,1584.4,1404.06,14.62,21.61,553.54,2388.13,9062.1,1.3,47.48,521.9,2388.09,8148.08,8.3914,0.03,392,2388,100.0,38.77,23.3726
67,118,0.001,0.0,100.0,518.67,642.38,1584.5,1407.9,14.62,21.61,553.52,2388.05,9062.85,1.3,47.37,521.58,2388.04,8147.48,8.4219,0.03,394,2388,100.0,38.97,23.2808
67,119,0.0003,0.0002,100.0,518.67,642.84,1586.58,1407.62,14.62,21.61,553.37,2388.02,9062.92,1.3,47.44,521.81,2388.13,8151.35,8.4466,0.03,393,2388,100.0,38.75,23.3604
67,120,-0.0018,-0.0002,100.0,518.67,642.41,1596.29,1409.19,14.62,21.61,553.36,2388.05,9066.21,1.3,47.43,521.92,2388.06,8147.16,8.4634,0.03,393,2388,100.0,38.95,23.3585
