21,121,-0.0037,0.0,100.0,518.67,642.26,1590.43,1408.93,14.62,21.6,553.62,2388.08,9066.5,1.3,47.57,520.9,2388.1,8136.58,8.4425,0.03,393,2388,100.0,38.83,23.2758
21,122,0.0018,0.0001,100.0,518.67,642.57,1595.24,1412.1,14.62,21.61,553.33,2388.1,9053.33,1.3,47.51,521.25,2388.08,8142.04,8.4635,0.03,391,2388,100.0,38.88,23.3637
21,123,-0.0012,0.0002,100.0,518.67,642.74,1583.5,1415.04,14.62,21.61,553.75,2388.11,9060.15,1.3,47.75,521.47,2388.08,8144.71,8.446,0.03,391,2388,100.0,38.81,23.3874
21,124,0.0003,-0.0005,100.0,518.67,642.82,1588.34,1411.5,14.62,21.61,553.4,2388.11,9062.02,1.3,47.6,520.98,2388.12,8146.12,8.4367,0.03,391,2388,100.0,38.89,23.4002
21,125,-0.0001,-0.0002,100.0,518.67,642.63,1595.18,1410.76,14.62,21.61,553.77,2388.07,9072.67,1.3,47.56,521.64,2388.11,8144.83,8.4173,0.03,393,2388,100.0,38.76,23.2628
21,126,-0.0009,-0.0004,100.0,518.67,642.4,1591.35,1408.97,14.62,21.61,553.86,2388.05,9070.45,1.3,47.59,521.7,2388.08,8145.16,8.4468,0.03,394,2388,100.0,38.75,23.2976
21,127,0.0002,-0.0002,100.0,518.67,642.69,1589.56,1400.51,14.62,21.61,553.63,2388.06,9066.51,1.3,47.44,521.36,2388.11,8147.79,8.452,0.03,393,2388,100.0,38.79,23.3247
21,128,0.0032,0.0003,100.0,518.67,643.41,1588.81,1406.46,14.62,21.61,553.03,2388.06,9069.36,1.3,47.53,520.88,2388.1,8145.61,8.4725,0.03,394,2388,100.0,38.94,23.2945
21,129,0.0017,0.0002,100.0,518.67,642.76,1594.6,1407.09,14.62,21.61,554.07,2388.16,9075.13,1.3,47.58,521.52,2388.1,8153.58,8.4436,0.03,393,2388,100.0,38.78,23.224
21,130,0.0028,0.0003,100.0,518.67,642.81,1588.48,1410.11,14.62,21.61,553.97,2388.06,9068.87,1.3,47.37,520.74,2388.09,8148.01,8.4605,0.03,394,2388,100.0,38.74,23.269
21,131,-0.0016,0.0003,100.0,518.67,643.15,1584.97,1410.27,14.62,21.61,553.1,2388.09,9072.6,1.3,47.61,521.77,2388.14,8149.2,8.4525,0.03,394,2388,100.0,38.72,23.2955
21,132,-0.0022,0.0001,100.0,518.67,642.76,1591.51,1408.89,14.62,21.61,552.9,2388.07,9061.53,1.3,47.48,521.7,2388.11,8144.47,8.4181,0.03,394,2388,100.0,38.76,23.3921
21,133,0.0064,-0.0005,100.0,518.67,642.56,1598.14,1414.9,14.62,21.61,554.37,2388.11,9066.53,1.3,47.57,521.93,2388.04,8147.1,8.4356,0.03,395,2388,100.0,38.79,23.2963
21,134,0.0039,0.0003,100.0,518.67,642.57,1590.62,1410.79,14.62,21.61,553.95,2388.05,9065.4,1.3,47.53,521.06,2388.14,8151.04,8.4479,0.03,394,2388,100.0,38.6,23.2605
21,135,0.0003,0.0002,100.0,518.67,642.23,1588.66,1404.97,14.62,21.61,553.61,2388.17,9068.44,1.3,47.51,521.4,2388.08,8147.56,8.4651,0.03,394,2388,100.0,38.75,23.2431
