60,1,0.0018,0.0001,100.0,518.67,642.65,1585.71,1394.7,14.62,21.61,554.13,2388.14,9044.2,1.3,47.69,521.92,2388.11,8135.39,8.4409,0.03,392,2388,100.0,38.89,23.3721
60,2,-0.0004,0.0003,100.0,518.67,642.42,1593.58,1400.03,14.62,21.61,553.43,2388.08,9057.18,1.3,47.44,521.18,2388.1,8138.29,8.4322,0.03,392,2388,100.0,38.85,23.2555
60,3,-0.0021,-0.0005,100.0,518.67,642.6,1593.09,1410.91,14.62,21.61,552.92,2388.09,9055.05,1.3,47.45,521.78,2388.09,8137.73,8.3939,0.03,392,2388,100.0,38.91,23.3312
60,4,0.002,0.0,100.0,518.67,643.16,1589.06,1402.44,14.62,21.61,553.71,2388.08,9054.31,1.3,47.42,521.86,2388.1,8138.23,8.4385,0.03,394,2388,100.0,38.81,23.3245
60,5,-0.0002,-0.0005,100.0,518.67,642.07,1585.92,1406.07,14.62,21.61,553.36,2388.13,9059.62,1.3,47.3,521.3,2388.12,8134.97,8.4046,0.03,394,2388,100.0,38.91,23.3379
60,6,-0.0033,-0.0002,100.0,518.67,642.55,1593.88,1412.78,14.62,21.61,553.5,2388.12,9059.94,1.3,47.34,521.6,2388.05,8134.75,8.45,0.03,392,2388,100.0,39.04,23.3846
60,7,-0.003,0.0002,100.0,518.67,642.35,1587.41,1403.04,14.62,21.61,553.45,2388.08,9048.99,1.3,47.5,521.76,2388.04,8133.01,8.4698,0.03,392,2388,100.0,39.04,23.4062
60,8,-0.001,0.0002,100.0,518.67,642.63,1588.18,1407.92,14.62,21.61,553.93,2388.08,9050.76,1.3,47.49,521.72,2388.05,8132.31,8.4035,0.03,392,2388,100.0,38.77,23.4709
60,9,-0.0025,-0.0,100.0,518.67,642.71,1572.98,1400.44,14.62,21.61,553.78,2388.11,9048.7,1.3,47.46,521.76,2388.11,8131.83,8.4011,0.03,392,2388,100.0,38.87,23.2853
60,10,0.0028,-0.0002,100.0,518.67,642.46,1591.97,1411.79,14.62,21.61,553.24,2388.03,9054.97,1.3,47.49,521.58,2388.08,8130.02,8.3946,0.03,393,2388,100.0,38.88,23.429
60,11,-0.0006,-0.0002,100.0,518.67,642.49,1585.55,1403.58,14.62,21.61,554.03,2388.1,9050.53,1.3,47.59,521.96,2388.06,8136.65,8.4247,0.03,393,2388,100.0,38.91,23.3262
60,12,0.0026,-0.0003,100.0,518.67,643.33,1588.89,1407.71,14.62,21.61,553.15,2388.08,9054.65,1.3,47.52,521.59,2388.1,8130.45,8.4066,0.03,394,2388,100.0,38.75,23.3193
60,13,0.0005,0.0003,100.0,518.67,642.96,1588.41,1401.59,14.62,21.61,554.25,2388.08,9058.96,1.3,47.27,521.47,2388.04,8132.87,8.4144,0.03,394,2388,100.0,38.95,23.2478
60,14,0.0022,0.0001,100.0,518.67,643.09,1584.49,1400.98,14.62,21.61,554.27,2388.04,9050.07,1.3,47.51,521.58,2388.09,8131.22,8.4358,0.03,394,2388,100.0,39.02,23.2697
60,15,0.0001,0.0003,100.0,518.67,642.4,1580.48,1406.37,14.62,21.61,554.39,2388.14,9056.42,1.3,47.5,521.72,2387.98,8134.0,8.4241,0.03,392,2388,100.0,38.96,23.3323
60,16,0.0014,-0.0004,100.0,518.67,643.08,1594.84,1405.9,14.62,21.61,554.13,2388.09,9061.88,1.3,47.32,521.63,2388.08,8136.78,8.4041,0.03,393,2388,100.0,38.97,23.2768
60,17,-0.001,-0.0003,100.0,518.67,642.63,1581.38,1402.37,14.62,21.61,553.87,2388.04,9057.68,1.3,47.49,521.85,2388.05,8137.56,8.3793,0.03,393,2388,100.0,39.03,23.2617
60,18,0.0013,-0.0005,100.0,518.67,642.55,1584.62,1401.8,14.62,21.61,553.85,2388.11,9056.39,1.3,47.34,521.99,2388.09,8135.74,8.4304,0.03,394,2388,100.0,39.0,23.3598
60,19,0.0022,0.0003,100.0,518.67,642.65,1585.16,1401.74,14.62,21.61,553.72,2388.1,9049.18,1.3,47.18,521.58,2388.1,8133.99,8.4135,0.03,392,2388,100.0,38.8,23.471
60,20,0.001,0.0004,100.0,518.67,642.62,1589.33,1410.94,14.62,21.61,553.84,2388.04,9054.02,1.3,47.42,521.46,2388.09,8130.33,8.4509,0.03,393,2388,100.0,38.79,23.256
60,21,0.0026,-0.0004,100.0,518.67,642.68,1591.44,1407.02,14.62,21.61,553.36,2388.09,9051.5,1.3,47.53,521.46,2388.08,8134.13,8.4351,0.03,392,2388,100.0,38.96,23.2967
60,22,0.0026,-0.0003,100.0,518.67,642.69,1590.2,1402.06,14.62,21.61,553.93,2388.09,9062.25,1.3,47.55,521.54,2388.08,8137.17,8.4588,0.03,391,2388,100.0,38.86,23.2582
60,23,0.0027,0.0002,100.0,518.67,642.64,1586.31,1403.05,14.62,21.61,553.89,2388.04,9050.75,1.3,47.4,521.82,2388.08,8130.47,8.4232,0.03,393,2388,100.0,38.92,23.4326
60,24,0.0002,-0.0002,100.0,518.67,643.12,1585.76,1399.39,14.62,21.61,553.18,2388.13,9046.47,1.3,47.45,521.42,2388.09,8133.9,8.4293,0.03,393,2388,100.0,38.99,23.3995
60,25,-0.0004,0.0004,100.0,518.67,642.88,1591.03,1396.96,14.62,21.61,552.73,2388.09,9058.47,1.3,47.44,521.41,2388.07,8135.07,8.4058,0.03,393,2388,100.0,38.87,23.3572
60,26,-0.0005,-0.0,100.0,518.67,642.9,1586.17,1405.04,14.62,21.61,553.55,2388.11,9047.03,1.3,47.53,521.37,2388.09,8136.52,8.4342,0.03,392,2388,100.0,39.02,23.4094
60,27,0.0022,-0.0001,100.0,518.67,642.57,1582.8,1408.74,14.62,21.61,553.95,2388.15,9056.78,1.3,47.53,521.45,2388.11,8134.36,8.4271,0.03,393,2388,100.0,38.88,23.3326
60,28,-0.001,0.0002,100.0,518.67,642.53,1584.89,1407.07,14.62,21.61,553.47,2387.98,9048.83,1.3,47.39,521.76,2388.09,8135.41,8.4429,0.03,394,2388,100.0,38.72,23.2892
60,29,0.0006,-0.0002,100.0,518.67,642.69,1588.32,1405.24,14.62,21.61,553.56,2388.1,9059.57,1.3,47.4,521.68,2388.13,8132.54,8.42,0.03,393,2388,100.0,38.72,23.3482
60,30,-0.0005,-0.0005,100.0,518.67,642.61,1589.44,1405.61,14.62,21.61,553.9,2387.99,9056.83,1.3,47.65,521.13,2388.06,8136.96,8.4442,0.03,392,2388,100.0,38.84,23.2398
